Product,Entity,Operation,Campaign Id,Ad Group Id,Portfolio Id,Ad Id,Keyword Id,Product Targeting Id,Campaign Name,Ad Group Name,Start Date,End Date,Targeting Type,State,Daily Budget,SKU,ASIN,Eligibility Status,Reasons for Ineligibility,Ad Group Default Bid,Bid,Keyword Text,Match Type,Bidding Strategy,Placement,Percentage,Product Targeting Expression
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_best dad ever hat B0GY4JSS94_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,FATHERDAY_BESTDADEVERHAT_SP00_best dad ever hat B0GY4JSS94_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_best dad ever hat B0GY4JSS94_Broad_Nguyen_280526,,,,,,best dad ever hat (B0GY4JSS94) 0.8,,,,Enabled,,,,,,0.3,,,,,,,
Sponsored Products,Product Ad,Create,FATHERDAY_BESTDADEVERHAT_SP00_best dad ever hat B0GY4JSS94_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_best dad ever hat B0GY4JSS94_Broad_Nguyen_280526,,,,,,,,,,Enabled,,FATHERDAY_BESTDADEVERHAT,,,,,,,,,,,
Sponsored Products,Keyword,Create,FATHERDAY_BESTDADEVERHAT_SP00_best dad ever hat B0GY4JSS94_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_best dad ever hat B0GY4JSS94_Broad_Nguyen_280526,,,,,,,,,,Enabled,,,,,,,0.3,best dad ever hat (B0GY4JSS94) 0.8,broad,,,,
Sponsored Products,Campaign,Create,FATHERDAY_BESTDADEVERHAT_SP00_dadhat_Broad_Nguyen_280526,,212170875998610,,,,FATHERDAY_BESTDADEVERHAT_SP00_dadhat_Broad_Nguyen_280526,,20260528,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_dadhat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_dadhat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_dadhat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,FATHERDAY_BESTDADEVERHAT_SP00_dadhat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_dadhat_Broad_Nguyen_280526,,,,,,dadhat,,,,Enabled,,,,,,0.3,,,,,,,
Sponsored Products,Product Ad,Create,FATHERDAY_BESTDADEVERHAT_SP00_dadhat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_dadhat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,FATHERDAY_BESTDADEVERHAT,,,,,,,,,,,
Sponsored Products,Keyword,Create,FATHERDAY_BESTDADEVERHAT_SP00_dadhat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_dadhat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,,,,,,0.3,dadhat,broad,,,,
Sponsored Products,Campaign,Create,FATHERDAY_BESTDADEVERHAT_SP00_papa hat_Broad_Nguyen_280526,,212170875998610,,,,FATHERDAY_BESTDADEVERHAT_SP00_papa hat_Broad_Nguyen_280526,,20260528,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_papa hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_papa hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_papa hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,FATHERDAY_BESTDADEVERHAT_SP00_papa hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_papa hat_Broad_Nguyen_280526,,,,,,papa hat,,,,Enabled,,,,,,0.3,,,,,,,
Sponsored Products,Product Ad,Create,FATHERDAY_BESTDADEVERHAT_SP00_papa hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_papa hat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,FATHERDAY_BESTDADEVERHAT,,,,,,,,,,,
Sponsored Products,Keyword,Create,FATHERDAY_BESTDADEVERHAT_SP00_papa hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_papa hat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,,,,,,0.3,papa hat,broad,,,,
Sponsored Products,Campaign,Create,FATHERDAY_BESTDADEVERHAT_SP00_dad hats for men_Broad_Nguyen_280526,,212170875998610,,,,FATHERDAY_BESTDADEVERHAT_SP00_dad hats for men_Broad_Nguyen_280526,,20260528,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_dad hats for men_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_dad hats for men_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_dad hats for men_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,FATHERDAY_BESTDADEVERHAT_SP00_dad hats for men_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_dad hats for men_Broad_Nguyen_280526,,,,,,dad hats for men,,,,Enabled,,,,,,0.3,,,,,,,
Sponsored Products,Product Ad,Create,FATHERDAY_BESTDADEVERHAT_SP00_dad hats for men_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_dad hats for men_Broad_Nguyen_280526,,,,,,,,,,Enabled,,FATHERDAY_BESTDADEVERHAT,,,,,,,,,,,
Sponsored Products,Keyword,Create,FATHERDAY_BESTDADEVERHAT_SP00_dad hats for men_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_dad hats for men_Broad_Nguyen_280526,,,,,,,,,,Enabled,,,,,,,0.3,dad hats for men,broad,,,,
Sponsored Products,Campaign,Create,FATHERDAY_BESTDADEVERHAT_SP00_dad cap_Broad_Nguyen_280526,,212170875998610,,,,FATHERDAY_BESTDADEVERHAT_SP00_dad cap_Broad_Nguyen_280526,,20260528,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_dad cap_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_dad cap_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_dad cap_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,FATHERDAY_BESTDADEVERHAT_SP00_dad cap_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_dad cap_Broad_Nguyen_280526,,,,,,dad cap,,,,Enabled,,,,,,0.3,,,,,,,
Sponsored Products,Product Ad,Create,FATHERDAY_BESTDADEVERHAT_SP00_dad cap_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_dad cap_Broad_Nguyen_280526,,,,,,,,,,Enabled,,FATHERDAY_BESTDADEVERHAT,,,,,,,,,,,
Sponsored Products,Keyword,Create,FATHERDAY_BESTDADEVERHAT_SP00_dad cap_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_dad cap_Broad_Nguyen_280526,,,,,,,,,,Enabled,,,,,,,0.3,dad cap,broad,,,,
Sponsored Products,Campaign,Create,FATHERDAY_BESTDADEVERHAT_SP00_camo dad hat_Broad_Nguyen_280526,,212170875998610,,,,FATHERDAY_BESTDADEVERHAT_SP00_camo dad hat_Broad_Nguyen_280526,,20260528,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_camo dad hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_camo dad hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_camo dad hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,FATHERDAY_BESTDADEVERHAT_SP00_camo dad hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_camo dad hat_Broad_Nguyen_280526,,,,,,camo dad hat,,,,Enabled,,,,,,0.3,,,,,,,
Sponsored Products,Product Ad,Create,FATHERDAY_BESTDADEVERHAT_SP00_camo dad hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_camo dad hat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,FATHERDAY_BESTDADEVERHAT,,,,,,,,,,,
Sponsored Products,Keyword,Create,FATHERDAY_BESTDADEVERHAT_SP00_camo dad hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_camo dad hat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,,,,,,0.3,camo dad hat,broad,,,,
Sponsored Products,Campaign,Create,FATHERDAY_BESTDADEVERHAT_SP00_best dad hat_Broad_Nguyen_280526,,212170875998610,,,,FATHERDAY_BESTDADEVERHAT_SP00_best dad hat_Broad_Nguyen_280526,,20260528,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_best dad hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_best dad hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_best dad hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,FATHERDAY_BESTDADEVERHAT_SP00_best dad hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_best dad hat_Broad_Nguyen_280526,,,,,,best dad hat,,,,Enabled,,,,,,0.3,,,,,,,
Sponsored Products,Product Ad,Create,FATHERDAY_BESTDADEVERHAT_SP00_best dad hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_best dad hat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,FATHERDAY_BESTDADEVERHAT,,,,,,,,,,,
Sponsored Products,Keyword,Create,FATHERDAY_BESTDADEVERHAT_SP00_best dad hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_best dad hat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,,,,,,0.3,best dad hat,broad,,,,
Sponsored Products,Campaign,Create,FATHERDAY_BESTDADEVERHAT_SP00_daddy hats men B0GY4JSS94_Broad_Nguyen_280526,,212170875998610,,,,FATHERDAY_BESTDADEVERHAT_SP00_daddy hats men B0GY4JSS94_Broad_Nguyen_280526,,20260528,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_daddy hats men B0GY4JSS94_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_daddy hats men B0GY4JSS94_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_daddy hats men B0GY4JSS94_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,FATHERDAY_BESTDADEVERHAT_SP00_daddy hats men B0GY4JSS94_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_daddy hats men B0GY4JSS94_Broad_Nguyen_280526,,,,,,daddy hats men (B0GY4JSS94),,,,Enabled,,,,,,0.3,,,,,,,
Sponsored Products,Product Ad,Create,FATHERDAY_BESTDADEVERHAT_SP00_daddy hats men B0GY4JSS94_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_daddy hats men B0GY4JSS94_Broad_Nguyen_280526,,,,,,,,,,Enabled,,FATHERDAY_BESTDADEVERHAT,,,,,,,,,,,
Sponsored Products,Keyword,Create,FATHERDAY_BESTDADEVERHAT_SP00_daddy hats men B0GY4JSS94_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_daddy hats men B0GY4JSS94_Broad_Nguyen_280526,,,,,,,,,,Enabled,,,,,,,0.3,daddy hats men (B0GY4JSS94),broad,,,,
Sponsored Products,Campaign,Create,FATHERDAY_BESTDADEVERHAT_SP00_mens dad hat_Broad_Nguyen_280526,,212170875998610,,,,FATHERDAY_BESTDADEVERHAT_SP00_mens dad hat_Broad_Nguyen_280526,,20260528,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_mens dad hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_mens dad hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_mens dad hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,FATHERDAY_BESTDADEVERHAT_SP00_mens dad hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_mens dad hat_Broad_Nguyen_280526,,,,,,mens dad hat,,,,Enabled,,,,,,0.3,,,,,,,
Sponsored Products,Product Ad,Create,FATHERDAY_BESTDADEVERHAT_SP00_mens dad hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_mens dad hat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,FATHERDAY_BESTDADEVERHAT,,,,,,,,,,,
Sponsored Products,Keyword,Create,FATHERDAY_BESTDADEVERHAT_SP00_mens dad hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_mens dad hat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,,,,,,0.3,mens dad hat,broad,,,,
Sponsored Products,Campaign,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,,212170875998610,,,,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,,20260528,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,,,,,,fathers day hat,,,,Enabled,,,,,,0.3,,,,,,,
Sponsored Products,Product Ad,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,FATHERDAY_BESTDADEVERHAT,,,,,,,,,,,
Sponsored Products,Keyword,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,,,,,,0.3,fathers day hat,broad,,,,
Sponsored Products,Campaign,Create,FATHERDAY_BESTDADEVERHAT_SP00_mens fathers day hat_Broad_Nguyen_280526,,212170875998610,,,,FATHERDAY_BESTDADEVERHAT_SP00_mens fathers day hat_Broad_Nguyen_280526,,20260528,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_mens fathers day hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_mens fathers day hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_mens fathers day hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,FATHERDAY_BESTDADEVERHAT_SP00_mens fathers day hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_mens fathers day hat_Broad_Nguyen_280526,,,,,,mens fathers day hat,,,,Enabled,,,,,,0.3,,,,,,,
Sponsored Products,Product Ad,Create,FATHERDAY_BESTDADEVERHAT_SP00_mens fathers day hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_mens fathers day hat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,FATHERDAY_BESTDADEVERHAT,,,,,,,,,,,
Sponsored Products,Keyword,Create,FATHERDAY_BESTDADEVERHAT_SP00_mens fathers day hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_mens fathers day hat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,,,,,,0.3,mens fathers day hat,broad,,,,
Sponsored Products,Campaign,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats_Broad_Nguyen_280526,,212170875998610,,,,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats_Broad_Nguyen_280526,,20260528,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats_Broad_Nguyen_280526,,,,,,fathers day hats,,,,Enabled,,,,,,0.3,,,,,,,
Sponsored Products,Product Ad,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats_Broad_Nguyen_280526,,,,,,,,,,Enabled,,FATHERDAY_BESTDADEVERHAT,,,,,,,,,,,
Sponsored Products,Keyword,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats_Broad_Nguyen_280526,,,,,,,,,,Enabled,,,,,,,0.3,fathers day hats,broad,,,,
Sponsored Products,Campaign,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day baseball cap_Broad_Nguyen_280526,,212170875998610,,,,FATHERDAY_BESTDADEVERHAT_SP00_fathers day baseball cap_Broad_Nguyen_280526,,20260528,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day baseball cap_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day baseball cap_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day baseball cap_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day baseball cap_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_fathers day baseball cap_Broad_Nguyen_280526,,,,,,fathers day baseball cap,,,,Enabled,,,,,,0.3,,,,,,,
Sponsored Products,Product Ad,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day baseball cap_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_fathers day baseball cap_Broad_Nguyen_280526,,,,,,,,,,Enabled,,FATHERDAY_BESTDADEVERHAT,,,,,,,,,,,
Sponsored Products,Keyword,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day baseball cap_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_fathers day baseball cap_Broad_Nguyen_280526,,,,,,,,,,Enabled,,,,,,,0.3,fathers day baseball cap,broad,,,,
Sponsored Products,Campaign,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats for dad_Broad_Nguyen_280526,,212170875998610,,,,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats for dad_Broad_Nguyen_280526,,20260528,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats for dad_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats for dad_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats for dad_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats for dad_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats for dad_Broad_Nguyen_280526,,,,,,fathers day hats for dad,,,,Enabled,,,,,,0.3,,,,,,,
Sponsored Products,Product Ad,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats for dad_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats for dad_Broad_Nguyen_280526,,,,,,,,,,Enabled,,FATHERDAY_BESTDADEVERHAT,,,,,,,,,,,
Sponsored Products,Keyword,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats for dad_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hats for dad_Broad_Nguyen_280526,,,,,,,,,,Enabled,,,,,,,0.3,fathers day hats for dad,broad,,,,
Sponsored Products,Campaign,Create,FATHERDAY_BESTDADEVERHAT_SP00_best fathers day hat_Broad_Nguyen_280526,,212170875998610,,,,FATHERDAY_BESTDADEVERHAT_SP00_best fathers day hat_Broad_Nguyen_280526,,20260528,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_best fathers day hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_best fathers day hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_best fathers day hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,FATHERDAY_BESTDADEVERHAT_SP00_best fathers day hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_best fathers day hat_Broad_Nguyen_280526,,,,,,best fathers day hat,,,,Enabled,,,,,,0.3,,,,,,,
Sponsored Products,Product Ad,Create,FATHERDAY_BESTDADEVERHAT_SP00_best fathers day hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_best fathers day hat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,FATHERDAY_BESTDADEVERHAT,,,,,,,,,,,
Sponsored Products,Keyword,Create,FATHERDAY_BESTDADEVERHAT_SP00_best fathers day hat_Broad_Nguyen_280526,FATHERDAY_BESTDADEVERHAT_SP00_best fathers day hat_Broad_Nguyen_280526,,,,,,,,,,Enabled,,,,,,,0.3,best fathers day hat,broad,,,,
Sponsored Products,Campaign,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,,212170875998610,,,,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,,20260528,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,FATHERDAY_BESTDADEVERHAT_SP00_fathers day hat_Broad_Nguyen_280526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
